title,url,date,wordCount,legacyCategories,legacyTags,controlledTags,needsTagReview
The 3rd Rail – A Critique of Jesus. Platinum Post by Steve Clark,https://ehrmanblog.org/the-3rd-rail-a-critique-of-jesus-platinum-post-by-steve-clark/,"June 2, 2023",984,public-forum,platinum,historical-jesus; blog-community,False
"Jesus, Eyewitnesses, and Stories Floating Around….",https://ehrmanblog.org/jesus-eyewitnesses-and-stories-floating-around/,"June 1, 2023",1269,canonical-gospels; historical-jesus; memory-studies,,historical-jesus; canonical-gospels; memory-oral-tradition,False
May Gold Q&A Video,https://ehrmanblog.org/may-gold-qa-video/,"May 31, 2023",26,public-forum,gold; platinum,blog-community; media-video,False
More on Secret Mark as a Forgery (by Morton Smith?),https://ehrmanblog.org/more-on-secret-mark-as-a-forgery-by-morton-smith/,"May 31, 2023",1068,canonical-gospels; early-christian-writings; history-of-biblical-scholarship,,canonical-gospels; early-christianity; historical-method; authorship-forgery; teaching-scholarship,False
Did Morton Smith Forge the Secret Gospel of Mark?,https://ehrmanblog.org/did-morton-smith-forge-the-secret-gospel-of-mark/,"May 30, 2023",1264,canonical-gospels; early-christian-writings; history-of-biblical-scholarship; public-forum,,canonical-gospels; early-christianity; historical-method; authorship-forgery; teaching-scholarship,False
Blog Dinner in London on Monday June 12.  Interested?,https://ehrmanblog.org/blog-dinner-in-london-on-monday-june-12-interested/,"May 29, 2023",132,public-forum,,blog-community,False
Was Jesus a Simplistic Person or an Extraordinary One? A Platinum Post by Omar Abur-Robb,https://ehrmanblog.org/was-jesus-a-simplistic-person-or-an-extraordinary-one-a-platinum-post-by-omar-abur-robb/,"May 29, 2023",1299,public-forum,platinum,historical-jesus; blog-community,False
Are *Groups* of Story Tellers (Think: Ancient Followers of Jesus) More Likely to Preserve Traditions Accurately than Individuals?,https://ehrmanblog.org/are-groups-of-story-tellers-think-ancient-followers-of-jesus-more-likely-to-preserve-traditions-accurately-than-individuals/,"May 28, 2023",1129,historical-jesus; memory-studies,,historical-jesus; memory-oral-tradition,False
Back in the Saddle Again…,https://ehrmanblog.org/back-in-the-saddle-again/,"May 27, 2023",154,public-forum,,,True
Do Modern Mideastern Story Tellers Show How the Ancient Traditions of Jesus Were Circulated?,https://ehrmanblog.org/do-modern-mideastern-story-tellers-show-how-the-ancient-traditions-of-jesus-were-circulated/,"May 27, 2023",926,historical-jesus; memory-studies,,historical-jesus; memory-oral-tradition,False
Did Jesus Believe The End Would Come Within His Lifetime? Platinum Post by Rizwan Ahmed,https://ehrmanblog.org/did-jesus-believe-the-end-would-come-within-his-lifetime-platinum-post-by-rizwan-ahmed/,"May 26, 2023",2708,public-forum,platinum,historical-jesus; blog-community,False
Do Modern Mideastern Customs of Story Telling Show that the Gospels Are Accurate?,https://ehrmanblog.org/do-modern-mideastern-customs-of-story-telling-show-that-the-gospels-are-accurate/,"May 25, 2023",998,canonical-gospels; historical-jesus; memory-studies,,canonical-gospels; historical-jesus; memory-oral-tradition,False
More Problems with Thinking Jesus’ Followers Memorized the Stories about Him,https://ehrmanblog.org/more-problems-with-thinking-jesus-followers-memorized-the-stories-about-him/,"May 24, 2023",798,canonical-gospels; historical-jesus; history-of-biblical-scholarship,,historical-jesus; canonical-gospels; historical-method; teaching-scholarship,False
My New Online Course on Paul and Jesus!,https://ehrmanblog.org/my-new-online-course-on-paul-and-jesus/,"May 23, 2023",632,public-forum,,paul-and-letters; historical-jesus; media-video,False
Didn’t the Disciples Memorize Jesus’ Teachings and Accounts of His Life?,https://ehrmanblog.org/didnt-the-disciples-memorize-jesus-teachings-and-accounts-of-his-life/,"May 23, 2023",1109,canonical-gospels; historical-jesus; history-of-biblical-scholarship; memory-studies; public-forum,,historical-jesus; canonical-gospels; historical-method; memory-oral-tradition; teaching-scholarship,False
Was Jesus Literate or Illiterate? A Platinum Post by Omar Abur-Robb,https://ehrmanblog.org/was-jesus-literate-or-illiterate-a-platinum-post-by-omar-abur-robb/,"May 22, 2023",2123,public-forum,platinum,historical-jesus; blog-community,False
Stories of Jesus Passed on By Word of Mouth.  When Scholars First Took Oral Traditions Seriously.,https://ehrmanblog.org/stories-of-jesus-passed-on-by-word-of-mouth-when-scholars-first-took-oral-traditions-seriously/,"May 21, 2023",1548,canonical-gospels; historical-jesus; history-of-biblical-scholarship,,historical-jesus; canonical-gospels; historical-method; teaching-scholarship,False
Does Mark Present the Bare-Bones Facts about Jesus’ Life?,https://ehrmanblog.org/does-mark-present-the-bare-bones-facts-about-jesus-life/,"May 20, 2023",1025,canonical-gospels; historical-jesus; history-of-biblical-scholarship,,historical-jesus; canonical-gospels; historical-method; teaching-scholarship,False
"Was Levi of Alphaeus the “the Beloved Disciple”? Platinum Post by Gregory Hartzler-Miller, MATS",https://ehrmanblog.org/was-levi-of-alphaeus-the-the-beloved-disciple-platinum-post-by-gregory-hartzler-miller-mats/,"May 19, 2023",1228,public-forum,platinum,blog-community,False
How Can We Get Behind “False Memories” of Jesus to the Historical Facts?,https://ehrmanblog.org/how-can-we-get-behind-false-memories-of-jesus-to-the-historical-facts/,"May 18, 2023",1216,canonical-gospels; historical-jesus; history-of-biblical-scholarship,,historical-jesus; canonical-gospels; historical-method; teaching-scholarship,False
Did Early Christians “Invent” Memories of Jesus?,https://ehrmanblog.org/did-early-christians-invent-memories-of-jesus/,"May 17, 2023",976,canonical-gospels; historical-jesus; history-of-biblical-scholarship; public-forum,,historical-jesus; canonical-gospels; early-christianity; historical-method; teaching-scholarship,False
Jesus’ Resurrection: A Challenging Hypothetical.  Guest Post by Ryan Fleming,https://ehrmanblog.org/jesus-resurrection-a-challenging-hypothetical-guest-post-by-ryan-fleming-2/,"May 16, 2023",510,public-forum,,historical-jesus; resurrection,False
The Father and the Son. A Platinum Post by Omar Abur-Robb,https://ehrmanblog.org/the-father-and-the-son-a-platinum-post-by-omar-abur-robb/,"May 15, 2023",1609,public-forum,platinum,blog-community,False
"How Can We “Remember” Someone (say, Jesus) We Never Knew?",https://ehrmanblog.org/how-can-we-remember-someone-say-jesus-we-never-knew/,"May 14, 2023",1266,memory-studies,,historical-jesus; memory-oral-tradition,False
In What Sense is a Made-Up Story about Jesus a False *Memory*??,https://ehrmanblog.org/in-what-sense-is-a-made-up-story-about-jesus-a-false-memory/,"May 13, 2023",919,historical-jesus; memory-studies,,historical-jesus; memory-oral-tradition,False
"Dr. Bart D. Ehrman, Apostle to the Atheists. A Platinum Post by Robert Droney",https://ehrmanblog.org/dr-bart-d-ehrman-apostle-to-the-atheists-a-platinum-post-by-robert-droney/,"May 12, 2023",2434,public-forum,platinum,blog-community,False
Blog Announcement:  Comments!,https://ehrmanblog.org/blog-announcement-comments/,"May 12, 2023",102,public-forum,,blog-community,False
Creation Stories of the Ancient World (Part 2): An Ancient Egyptian Account,https://ehrmanblog.org/creation-stories-of-the-ancient-world-part-2-an-ancient-egyptian-account/,"May 11, 2023",1356,hebrew-bible-old-testament,,hebrew-bible-judaism,False
May Gold Q&A:  Submit your questions!,https://ehrmanblog.org/may-gold-qa-submit-your-questions/,"May 10, 2023",147,public-forum,gold; platinum,blog-community; reader-questions,False
Does Understanding “Memory” Have Any Bearing on the Study of the Historical Jesus?,https://ehrmanblog.org/does-understanding-memory-have-any-bearing-on-the-study-of-the-historical-jesus/,"May 10, 2023",987,book-discussions; historical-jesus,,historical-jesus; memory-oral-tradition; book-discussion,False
Was Matthew Attacking Paul?,https://ehrmanblog.org/was-matthew-attacking-paul/,"May 9, 2023",1332,canonical-gospels; paul-and-his-letters; public-forum,,canonical-gospels; paul-and-letters,False
The Road From the “Duo of Philo” to the “Trinity of Nicaea” A Platinum Post by Omar Abur-Robb,https://ehrmanblog.org/the-road-from-the-duo-of-philo-to-the-trinity-of-nicaea-a-platinum-post-by-omar-abur-robb/,"May 8, 2023",2463,public-forum,platinum,blog-community,False
"Remembering Columbus, Remembering Christ",https://ehrmanblog.org/remembering-columbus-remembering-christ/,"May 7, 2023",1249,memory-studies; public-forum,,memory-oral-tradition,False
How Do We “Remember”  Lincoln?,https://ehrmanblog.org/how-do-we-remember-lincoln/,"May 6, 2023",1418,memory-studies; public-forum,,memory-oral-tradition,False
When I Got Seriously Interested in Memory (at least insofar as I remember),https://ehrmanblog.org/when-i-got-seriously-interested-in-memory-at-least-insofar-as-i-remember/,"May 4, 2023",1065,barts-biography; book-discussions; memory-studies,,memory-oral-tradition; book-discussion; personal-autobiographical,False
Did The Twelve Become Only Three? Platinum post by Douglas Wadeson MD,https://ehrmanblog.org/did-the-twelve-become-only-three-platinum-post-by-douglas-wadeson-md/,"May 3, 2023",1433,public-forum,platinum,blog-community,False
My Forgotten Book on Memory,https://ehrmanblog.org/my-forgotten-book-on-memory/,"May 3, 2023",1185,memory-studies,,memory-oral-tradition; authorship-forgery; book-discussion,False
And Here’s My Final Exam on The Birth of Christianity,https://ehrmanblog.org/and-heres-my-final-exam-on-the-birth-of-christianity/,"May 2, 2023",280,public-forum,,,True
Was Jesus a False Prophet?,https://ehrmanblog.org/was-jesus-a-false-prophet/,"May 1, 2023",409,public-forum,,historical-jesus,False
Wanna Take My Final Exam In New Testament?,https://ehrmanblog.org/wanna-take-my-final-exam-in-new-testament/,"April 30, 2023",494,public-forum,,,True
Good Friday or Easter?  CNN OpEd,https://ehrmanblog.org/good-friday-or-easter-cnn-oped/,"April 29, 2023",366,public-forum,,,True
Is 2 Thessalonians a Forgery?  From 132 CE?  Platinum Guest Post by Omar Robb,https://ehrmanblog.org/is-2-thessalonians-a-forgery-from-132-ce-platinum-guest-post-by-omar-robb/,"April 28, 2023",1013,forgery-in-antiquity; paul-and-his-letters,platinum,paul-and-letters; authorship-forgery; blog-community,False
“Death is nothing to us.”  What Do YOU Think?,https://ehrmanblog.org/death-is-nothing-to-us-what-do-you-think/,"April 27, 2023",1054,afterlife; reflections-ruminations,,afterlife; faith-doubt-belief; personal-autobiographical,False
My Best Best-Selling Fluke,https://ehrmanblog.org/my-best-best-selling-fluke/,"April 26, 2023",1097,barts-biography; book-discussions,,book-discussion; personal-autobiographical,False
Vote for your favorite Platinum Guest Post!,https://ehrmanblog.org/vote-for-your-favorite-platinum-guest-post-3/,"April 26, 2023",140,public-forum,platinum,blog-community,False
A Scandalous Discovery of a Scandalous Gospel?,https://ehrmanblog.org/a-scandalous-discovery-of-a-scandalous-gospel/,"April 25, 2023",1448,early-christian-writings; history-of-christianity-100-300ce,,early-christianity; church-history; canonical-gospels,False
Could the Mysterious “Secret Gospel of Mark” Be Authentic?,https://ehrmanblog.org/could-the-mysterious-secret-gospel-of-mark-be-authentic/,"April 23, 2023",1218,canonical-gospels; early-christian-writings; history-of-biblical-scholarship,,canonical-gospels; early-christianity; historical-method; teaching-scholarship,False
How Do You Prove an Ancient Manuscript is Ancient?  The Secret Gospel of Mark,https://ehrmanblog.org/how-do-you-prove-an-ancient-manuscript-is-ancient-the-secret-gospel-of-mark/,"April 22, 2023",1080,early-christian-writings; history-of-biblical-scholarship,,canonical-gospels; early-christianity; historical-method; textual-criticism; teaching-scholarship,False
"The Naked Man of Mark 14:51-52, the Secret Gospel, and a Pressing Question: Did Jesus Engage in Homoerotic Behavior?",https://ehrmanblog.org/the-naked-man-of-mark-1451-52-the-secret-gospel-and-a-pressing-question-did-jesus-engage-in-homoerotic-behavior/,"April 20, 2023",1504,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus; reader-questions,False
March 2023 Gold Q&A (video),https://ehrmanblog.org/march-2023-gold-qa-video/,"April 19, 2023",15,public-forum,gold; platinum,blog-community; media-video,False
Interview with Michael Shermer,https://ehrmanblog.org/interview-with-michael-shermer/,"April 19, 2023",101,public-forum,,media-video,False
"James Tabor on the 1993 Waco Disaster, Part III",https://ehrmanblog.org/james-tabor-on-the-1993-waco-disaster-part-iii/,"April 18, 2023",2230,public-forum,,,True
"James Tabor on the 1993 Waco Disaster, Part II",https://ehrmanblog.org/james-tabor-on-the-1993-waco-disaster-part-ii/,"April 16, 2023",2066,public-forum,,,True
"James Tabor on the 1993 Waco Disaster, Part I",https://ehrmanblog.org/james-tabor-on-the-1993-waco-disaster-part-i/,"April 15, 2023",2301,public-forum,,,True
Baptism and the Macbeth Effect.    Platinum post by Douglas Wadeson MD,https://ehrmanblog.org/baptism-and-the-macbeth-effect-platinum-post-by-douglas-wadeson-md/,"April 14, 2023",1237,public-forum,platinum,blog-community,False
The Discovery of a Lifetime: A Secret Gospel of Mark?,https://ehrmanblog.org/the-discovery-of-a-lifetime-a-secret-gospel-of-mark/,"April 13, 2023",1100,early-christian-writings; history-of-biblical-scholarship,,canonical-gospels; early-christianity; historical-method; teaching-scholarship,False
Do Scholars Ever Forge Gospels?,https://ehrmanblog.org/do-scholars-ever-forge-gospels/,"April 12, 2023",695,forgery-in-antiquity; history-of-biblical-scholarship,,canonical-gospels; authorship-forgery; historical-method; teaching-scholarship,False
Why Purgatory Makes Sense,https://ehrmanblog.org/why-purgatory-makes-sense/,"April 11, 2023",992,afterlife; historical-jesus,,historical-jesus; afterlife,False
Gold Q&A LIVE!  (And Recorded)  Tuesday April 11,https://ehrmanblog.org/gold-qa-live-and-recorded-tuesday-april-11/,"April 10, 2023",263,readers-questions; reflections-ruminations,gold; platinum,faith-doubt-belief; blog-community; personal-autobiographical,False
Don’t Wanna Be Left Behind?  An Upcoming Lecture on the Rapture!,https://ehrmanblog.org/dont-wanna-be-left-behind-an-upcoming-lecture-on-the-rapture/,"April 10, 2023",396,video-media,,media-video; teaching-scholarship,False
How Does An Author Write a Bestseller?,https://ehrmanblog.org/how-does-an-author-write-a-bestseller/,"April 10, 2023",1037,book-discussions; reflections-ruminations,,faith-doubt-belief; authorship-forgery; book-discussion; personal-autobiographical,False
